,County,State,State Abbreviation,Avg Temperature (F),Year
35016,Tama County,Iowa,IA,70.0,2012
35017,Taylor County,Iowa,IA,72.4,2012
35018,Union County,Iowa,IA,71.9,2012
35019,Van Buren County,Iowa,IA,72.7,2012
35020,Wapello County,Iowa,IA,72.6,2012
35021,Warren County,Iowa,IA,72.9,2012
35022,Washington County,Iowa,IA,71.8,2012
35023,Wayne County,Iowa,IA,72.1,2012
35024,Webster County,Iowa,IA,69.9,2012
35025,Winnebago County,Iowa,IA,69.1,2012
35026,Winneshiek County,Iowa,IA,68.8,2012
35027,Woodbury County,Iowa,IA,71.6,2012
35028,Worth County,Iowa,IA,68.9,2012
35029,Wright County,Iowa,IA,69.2,2012
35030,Allen County,Kansas,KS,77.2,2012
35031,Anderson County,Kansas,KS,76.9,2012
35032,Atchison County,Kansas,KS,74.8,2012
35033,Barber County,Kansas,KS,78.6,2012
35034,Barton County,Kansas,KS,76.4,2012
35035,Bourbon County,Kansas,KS,78.2,2012
35036,Brown County,Kansas,KS,73.9,2012
35037,Butler County,Kansas,KS,78.0,2012
35038,Chase County,Kansas,KS,77.0,2012
35039,Chautauqua County,Kansas,KS,79.5,2012
35040,Cherokee County,Kansas,KS,78.9,2012
35041,Cheyenne County,Kansas,KS,74.1,2012
35042,Clark County,Kansas,KS,78.3,2012
35043,Clay County,Kansas,KS,75.4,2012
35044,Cloud County,Kansas,KS,75.0,2012
35045,Coffey County,Kansas,KS,77.5,2012
35046,Comanche County,Kansas,KS,78.2,2012
35047,Cowley County,Kansas,KS,79.5,2012
35048,Crawford County,Kansas,KS,78.2,2012
35049,Decatur County,Kansas,KS,74.3,2012
35050,Dickinson County,Kansas,KS,76.9,2012
35051,Doniphan County,Kansas,KS,74.5,2012
35052,Douglas County,Kansas,KS,77.3,2012
35053,Edwards County,Kansas,KS,76.5,2012
35054,Elk County,Kansas,KS,78.3,2012
35055,Ellis County,Kansas,KS,76.6,2012
35056,Ellsworth County,Kansas,KS,76.6,2012
35057,Finney County,Kansas,KS,75.8,2012
35058,Ford County,Kansas,KS,76.3,2012
35059,Franklin County,Kansas,KS,77.2,2012
35060,Geary County,Kansas,KS,75.9,2012
35061,Gove County,Kansas,KS,75.2,2012
35062,Graham County,Kansas,KS,75.4,2012
35063,Grant County,Kansas,KS,76.2,2012
35064,Gray County,Kansas,KS,76.1,2012
35065,Greeley County,Kansas,KS,74.7,2012
35066,Greenwood County,Kansas,KS,77.6,2012
35067,Hamilton County,Kansas,KS,76.1,2012
35068,Harper County,Kansas,KS,79.3,2012
35069,Harvey County,Kansas,KS,77.8,2012
35070,Haskell County,Kansas,KS,76.4,2012
35071,Hodgeman County,Kansas,KS,76.2,2012
35072,Jackson County,Kansas,KS,74.9,2012
35073,Jefferson County,Kansas,KS,76.4,2012
35074,Jewell County,Kansas,KS,74.3,2012
35075,Johnson County,Kansas,KS,76.8,2012
35076,Kearny County,Kansas,KS,76.1,2012
35077,Kingman County,Kansas,KS,77.9,2012
35078,Kiowa County,Kansas,KS,76.9,2012
35079,Labette County,Kansas,KS,79.0,2012
35080,Lane County,Kansas,KS,75.2,2012
35081,Leavenworth County,Kansas,KS,76.8,2012
35082,Lincoln County,Kansas,KS,76.7,2012
35083,Linn County,Kansas,KS,77.2,2012
35084,Logan County,Kansas,KS,74.8,2012
35085,Lyon County,Kansas,KS,76.9,2012
35086,McPherson County,Kansas,KS,77.3,2012
35087,Marion County,Kansas,KS,76.6,2012
35088,Marshall County,Kansas,KS,73.7,2012
35089,Meade County,Kansas,KS,77.8,2012
35090,Miami County,Kansas,KS,76.9,2012
35091,Mitchell County,Kansas,KS,75.5,2012
35092,Montgomery County,Kansas,KS,79.5,2012
35093,Morris County,Kansas,KS,76.2,2012
35094,Morton County,Kansas,KS,76.0,2012
35095,Nemaha County,Kansas,KS,73.6,2012
35096,Neosho County,Kansas,KS,78.0,2012
35097,Ness County,Kansas,KS,76.2,2012
35098,Norton County,Kansas,KS,74.6,2012
35099,Osage County,Kansas,KS,76.8,2012
35100,Osborne County,Kansas,KS,75.7,2012
35101,Ottawa County,Kansas,KS,76.5,2012
35102,Pawnee County,Kansas,KS,76.6,2012
35103,Phillips County,Kansas,KS,74.9,2012
35104,Pottawatomie County,Kansas,KS,75.1,2012
35105,Pratt County,Kansas,KS,77.2,2012
35106,Rawlins County,Kansas,KS,74.2,2012
35107,Reno County,Kansas,KS,77.6,2012
35108,Republic County,Kansas,KS,74.0,2012
35109,Rice County,Kansas,KS,76.8,2012
35110,Riley County,Kansas,KS,75.3,2012
35111,Rooks County,Kansas,KS,75.6,2012
35112,Rush County,Kansas,KS,76.7,2012
35113,Russell County,Kansas,KS,76.6,2012
35114,Saline County,Kansas,KS,77.2,2012
35115,Scott County,Kansas,KS,75.0,2012
35116,Sedgwick County,Kansas,KS,78.9,2012
35117,Seward County,Kansas,KS,77.3,2012
35118,Shawnee County,Kansas,KS,76.3,2012
35119,Sheridan County,Kansas,KS,74.6,2012
35120,Sherman County,Kansas,KS,73.8,2012
35121,Smith County,Kansas,KS,74.6,2012
35122,Stafford County,Kansas,KS,76.8,2012
35123,Stanton County,Kansas,KS,75.9,2012
35124,Stevens County,Kansas,KS,76.4,2012
35125,Sumner County,Kansas,KS,80.1,2012
35126,Thomas County,Kansas,KS,73.9,2012
35127,Trego County,Kansas,KS,76.2,2012
35128,Wabaunsee County,Kansas,KS,75.8,2012
35129,Wallace County,Kansas,KS,74.5,2012
35130,Washington County,Kansas,KS,74.1,2012
35131,Wichita County,Kansas,KS,74.8,2012
35132,Wilson County,Kansas,KS,78.1,2012
35133,Woodson County,Kansas,KS,77.2,2012
35134,Wyandotte County,Kansas,KS,76.8,2012
35135,Adair County,Kentucky,KY,73.8,2012
35136,Allen County,Kentucky,KY,75.7,2012
35137,Anderson County,Kentucky,KY,73.6,2012
35138,Ballard County,Kentucky,KY,77.3,2012
35139,Barren County,Kentucky,KY,75.5,2012
35140,Bath County,Kentucky,KY,73.3,2012
35141,Bell County,Kentucky,KY,71.5,2012
35142,Boone County,Kentucky,KY,74.0,2012
35143,Bourbon County,Kentucky,KY,73.4,2012
35144,Boyd County,Kentucky,KY,73.0,2012
35145,Boyle County,Kentucky,KY,72.9,2012
35146,Bracken County,Kentucky,KY,73.7,2012
35147,Breathitt County,Kentucky,KY,72.7,2012
35148,Breckinridge County,Kentucky,KY,74.6,2012
35149,Bullitt County,Kentucky,KY,75.1,2012
35150,Butler County,Kentucky,KY,76.1,2012
35151,Caldwell County,Kentucky,KY,76.8,2012
35152,Calloway County,Kentucky,KY,76.6,2012
35153,Campbell County,Kentucky,KY,74.3,2012
35154,Carlisle County,Kentucky,KY,77.3,2012
35155,Carroll County,Kentucky,KY,74.0,2012
35156,Carter County,Kentucky,KY,72.6,2012
35157,Casey County,Kentucky,KY,72.6,2012
35158,Christian County,Kentucky,KY,76.2,2012
35159,Clark County,Kentucky,KY,73.5,2012
35160,Clay County,Kentucky,KY,72.5,2012
35161,Clinton County,Kentucky,KY,73.5,2012
35162,Crittenden County,Kentucky,KY,76.7,2012
35163,Cumberland County,Kentucky,KY,74.6,2012
35164,Daviess County,Kentucky,KY,75.8,2012
35165,Edmonson County,Kentucky,KY,75.7,2012
35166,Elliott County,Kentucky,KY,72.8,2012
35167,Estill County,Kentucky,KY,73.4,2012
35168,Fayette County,Kentucky,KY,73.2,2012
35169,Fleming County,Kentucky,KY,72.9,2012
35170,Floyd County,Kentucky,KY,72.9,2012
35171,Franklin County,Kentucky,KY,73.7,2012
35172,Fulton County,Kentucky,KY,77.0,2012
35173,Gallatin County,Kentucky,KY,74.1,2012
35174,Garrard County,Kentucky,KY,73.1,2012
35175,Grant County,Kentucky,KY,73.9,2012
35176,Graves County,Kentucky,KY,77.0,2012
35177,Grayson County,Kentucky,KY,75.1,2012
35178,Green County,Kentucky,KY,74.6,2012
35179,Greenup County,Kentucky,KY,72.8,2012
35180,Hancock County,Kentucky,KY,74.9,2012
35181,Hardin County,Kentucky,KY,74.5,2012
35182,Harlan County,Kentucky,KY,69.9,2012
35183,Harrison County,Kentucky,KY,73.9,2012
35184,Hart County,Kentucky,KY,75.0,2012
35185,Henderson County,Kentucky,KY,76.6,2012
35186,Henry County,Kentucky,KY,73.5,2012
35187,Hickman County,Kentucky,KY,77.0,2012
35188,Hopkins County,Kentucky,KY,76.5,2012
35189,Jackson County,Kentucky,KY,71.9,2012
35190,Jefferson County,Kentucky,KY,75.2,2012
35191,Jessamine County,Kentucky,KY,73.3,2012
35192,Johnson County,Kentucky,KY,72.8,2012
35193,Kenton County,Kentucky,KY,74.0,2012
35194,Knott County,Kentucky,KY,71.7,2012
35195,Knox County,Kentucky,KY,72.5,2012
35196,Larue County,Kentucky,KY,74.3,2012
35197,Laurel County,Kentucky,KY,72.1,2012
35198,Lawrence County,Kentucky,KY,72.8,2012
35199,Lee County,Kentucky,KY,73.1,2012
35200,Leslie County,Kentucky,KY,71.9,2012
35201,Letcher County,Kentucky,KY,70.6,2012
35202,Lewis County,Kentucky,KY,72.5,2012
35203,Lincoln County,Kentucky,KY,72.4,2012
35204,Livingston County,Kentucky,KY,77.1,2012
35205,Logan County,Kentucky,KY,75.5,2012
35206,Lyon County,Kentucky,KY,77.1,2012
35207,McCracken County,Kentucky,KY,77.4,2012
35208,McCreary County,Kentucky,KY,72.0,2012
35209,McLean County,Kentucky,KY,76.3,2012
35210,Madison County,Kentucky,KY,73.3,2012
35211,Magoffin County,Kentucky,KY,72.6,2012
35212,Marion County,Kentucky,KY,73.8,2012
35213,Marshall County,Kentucky,KY,77.1,2012
35214,Martin County,Kentucky,KY,73.0,2012
35215,Mason County,Kentucky,KY,73.0,2012
35216,Meade County,Kentucky,KY,74.5,2012
35217,Menifee County,Kentucky,KY,73.0,2012
35218,Mercer County,Kentucky,KY,73.4,2012
35219,Metcalfe County,Kentucky,KY,74.4,2012
35220,Monroe County,Kentucky,KY,74.9,2012
35221,Montgomery County,Kentucky,KY,73.4,2012
35222,Morgan County,Kentucky,KY,73.1,2012
35223,Muhlenberg County,Kentucky,KY,76.0,2012
35224,Nelson County,Kentucky,KY,74.5,2012
35225,Nicholas County,Kentucky,KY,73.4,2012
35226,Ohio County,Kentucky,KY,75.7,2012
35227,Oldham County,Kentucky,KY,74.1,2012
35228,Owen County,Kentucky,KY,73.6,2012
35229,Owsley County,Kentucky,KY,72.7,2012
35230,Pendleton County,Kentucky,KY,74.3,2012
35231,Perry County,Kentucky,KY,72.1,2012
35232,Pike County,Kentucky,KY,72.5,2012
35233,Powell County,Kentucky,KY,73.5,2012
35234,Pulaski County,Kentucky,KY,72.5,2012
35235,Robertson County,Kentucky,KY,73.6,2012
35236,Rockcastle County,Kentucky,KY,72.1,2012
35237,Rowan County,Kentucky,KY,72.8,2012
35238,Russell County,Kentucky,KY,73.4,2012
35239,Scott County,Kentucky,KY,73.4,2012
35240,Shelby County,Kentucky,KY,73.6,2012
35241,Simpson County,Kentucky,KY,75.6,2012
35242,Spencer County,Kentucky,KY,74.3,2012
35243,Taylor County,Kentucky,KY,73.8,2012
35244,Todd County,Kentucky,KY,75.4,2012
35245,Trigg County,Kentucky,KY,76.8,2012
35246,Trimble County,Kentucky,KY,73.8,2012
35247,Union County,Kentucky,KY,76.6,2012
35248,Warren County,Kentucky,KY,76.3,2012
35249,Washington County,Kentucky,KY,73.8,2012
35250,Wayne County,Kentucky,KY,72.8,2012
35251,Webster County,Kentucky,KY,76.6,2012
35252,Whitley County,Kentucky,KY,72.3,2012
35253,Wolfe County,Kentucky,KY,72.9,2012
35254,Woodford County,Kentucky,KY,73.4,2012
35255,Acadia Parish,Louisiana,LA,80.7,2012
35256,Allen Parish,Louisiana,LA,80.4,2012
35257,Ascension Parish,Louisiana,LA,80.4,2012
35258,Assumption Parish,Louisiana,LA,80.4,2012
35259,Avoyelles Parish,Louisiana,LA,80.3,2012
35260,Beauregard Parish,Louisiana,LA,80.6,2012
35261,Bienville Parish,Louisiana,LA,80.2,2012
35262,Bossier Parish,Louisiana,LA,80.7,2012
35263,Caddo Parish,Louisiana,LA,81.1,2012
35264,Calcasieu Parish,Louisiana,LA,80.9,2012
35265,Caldwell Parish,Louisiana,LA,80.3,2012
35266,Cameron Parish,Louisiana,LA,81.0,2012
35267,Catahoula Parish,Louisiana,LA,80.1,2012
35268,Claiborne Parish,Louisiana,LA,79.7,2012
35269,Concordia Parish,Louisiana,LA,80.0,2012
35270,De Soto Parish,Louisiana,LA,80.7,2012
35271,East Baton Rouge Parish,Louisiana,LA,80.3,2012
35272,East Carroll Parish,Louisiana,LA,80.3,2012
35273,East Feliciana Parish,Louisiana,LA,79.6,2012
35274,Evangeline Parish,Louisiana,LA,80.2,2012
35275,Franklin Parish,Louisiana,LA,80.2,2012
35276,Grant Parish,Louisiana,LA,80.4,2012
35277,Iberia Parish,Louisiana,LA,80.8,2012
35278,Iberville Parish,Louisiana,LA,80.5,2012
35279,Jackson Parish,Louisiana,LA,80.2,2012
35280,Jefferson Parish,Louisiana,LA,81.4,2012
35281,Jefferson Davis Parish,Louisiana,LA,80.8,2012
35282,Lafayette Parish,Louisiana,LA,80.9,2012
35283,Lafourche Parish,Louisiana,LA,81.3,2012
35284,La Salle Parish,Louisiana,LA,80.2,2012
35285,Lincoln Parish,Louisiana,LA,80.0,2012
35286,Livingston Parish,Louisiana,LA,80.2,2012
35287,Madison Parish,Louisiana,LA,80.2,2012
35288,Morehouse Parish,Louisiana,LA,80.6,2012
35289,Natchitoches Parish,Louisiana,LA,80.7,2012
35290,Orleans Parish,Louisiana,LA,81.0,2012
35291,Ouachita Parish,Louisiana,LA,80.7,2012
35292,Plaquemines Parish,Louisiana,LA,81.8,2012
35293,Pointe Coupee Parish,Louisiana,LA,80.6,2012
35294,Rapides Parish,Louisiana,LA,80.5,2012
35295,Red River Parish,Louisiana,LA,80.8,2012
35296,Richland Parish,Louisiana,LA,80.4,2012
35297,Sabine Parish,Louisiana,LA,80.4,2012
35298,St. Bernard Parish,Louisiana,LA,81.1,2012
35299,St. Charles Parish,Louisiana,LA,81.2,2012
35300,St. Helena Parish,Louisiana,LA,79.5,2012
35301,St. James Parish,Louisiana,LA,80.6,2012
35302,St. John the Baptist Parish,Louisiana,LA,80.8,2012
35303,St. Landry Parish,Louisiana,LA,80.5,2012
35304,St. Martin Parish,Louisiana,LA,80.6,2012
35305,St. Mary Parish,Louisiana,LA,80.6,2012
35306,St. Tammany Parish,Louisiana,LA,80.2,2012
35307,Tangipahoa Parish,Louisiana,LA,79.9,2012
35308,Tensas Parish,Louisiana,LA,80.2,2012
35309,Terrebonne Parish,Louisiana,LA,81.0,2012
35310,Union Parish,Louisiana,LA,80.5,2012
35311,Vermilion Parish,Louisiana,LA,80.9,2012
35312,Vernon Parish,Louisiana,LA,80.3,2012
35313,Washington Parish,Louisiana,LA,79.6,2012
35314,Webster Parish,Louisiana,LA,80.3,2012
35315,West Baton Rouge Parish,Louisiana,LA,80.5,2012
35316,West Carroll Parish,Louisiana,LA,80.4,2012
35317,West Feliciana Parish,Louisiana,LA,80.1,2012
35318,Winn Parish,Louisiana,LA,80.4,2012
35319,Androscoggin County,Maine,ME,65.8,2012
35320,Aroostook County,Maine,ME,62.6,2012
35321,Cumberland County,Maine,ME,66.3,2012
35322,Franklin County,Maine,ME,61.5,2012
35323,Hancock County,Maine,ME,65.4,2012
35324,Kennebec County,Maine,ME,65.9,2012
35325,Knox County,Maine,ME,65.3,2012
35326,Lincoln County,Maine,ME,65.7,2012
35327,Oxford County,Maine,ME,63.3,2012
35328,Penobscot County,Maine,ME,64.8,2012
35329,Piscataquis County,Maine,ME,62.5,2012
35330,Sagadahoc County,Maine,ME,66.1,2012
35331,Somerset County,Maine,ME,62.3,2012
35332,Waldo County,Maine,ME,65.2,2012
35333,Washington County,Maine,ME,64.6,2012
35334,York County,Maine,ME,66.7,2012
35335,Allegany County,Maryland,MD,70.7,2012
35336,Anne Arundel County,Maryland,MD,76.8,2012
35337,Baltimore County,Maryland,MD,74.3,2012
35338,Calvert County,Maryland,MD,76.2,2012
35339,Caroline County,Maryland,MD,75.8,2012
35340,Carroll County,Maryland,MD,72.3,2012
35341,Cecil County,Maryland,MD,74.7,2012
35342,Charles County,Maryland,MD,76.3,2012
35343,Dorchester County,Maryland,MD,76.7,2012
35344,Frederick County,Maryland,MD,72.4,2012
35345,Garrett County,Maryland,MD,66.0,2012
35346,Harford County,Maryland,MD,74.6,2012
35347,Howard County,Maryland,MD,73.8,2012
35348,Kent County,Maryland,MD,76.0,2012
35349,Montgomery County,Maryland,MD,74.0,2012
35350,Prince George's County,Maryland,MD,75.9,2012
35351,Queen Anne's County,Maryland,MD,76.0,2012
35352,St. Mary's County,Maryland,MD,76.5,2012
35353,Somerset County,Maryland,MD,77.1,2012
35354,Talbot County,Maryland,MD,76.5,2012
35355,Washington County,Maryland,MD,72.4,2012
35356,Wicomico County,Maryland,MD,76.5,2012
35357,Worcester County,Maryland,MD,76.1,2012
35358,Baltimore City,Maryland,MD,76.7,2012
35359,Washington,"Washington, D.C.","D.C., DC",76.2,2012
35360,Barnstable County,Massachusetts,MA,69.8,2012
35361,Berkshire County,Massachusetts,MA,65.8,2012
35362,Bristol County,Massachusetts,MA,70.5,2012
35363,Dukes County,Massachusetts,MA,70.6,2012
35364,Essex County,Massachusetts,MA,69.3,2012
35365,Franklin County,Massachusetts,MA,67.6,2012
35366,Hampden County,Massachusetts,MA,68.8,2012
35367,Hampshire County,Massachusetts,MA,68.2,2012
35368,Middlesex County,Massachusetts,MA,69.7,2012
35369,Nantucket County,Massachusetts,MA,69.1,2012
35370,Norfolk County,Massachusetts,MA,70.2,2012
35371,Plymouth County,Massachusetts,MA,70.3,2012
35372,Suffolk County,Massachusetts,MA,70.5,2012
35373,Worcester County,Massachusetts,MA,68.5,2012
35374,Alcona County,Michigan,MI,65.4,2012
35375,Alger County,Michigan,MI,63.9,2012
35376,Allegan County,Michigan,MI,69.9,2012
35377,Alpena County,Michigan,MI,65.5,2012
35378,Antrim County,Michigan,MI,65.9,2012
35379,Arenac County,Michigan,MI,67.1,2012
35380,Baraga County,Michigan,MI,61.5,2012
35381,Barry County,Michigan,MI,69.3,2012
35382,Bay County,Michigan,MI,68.5,2012
35383,Benzie County,Michigan,MI,66.8,2012
35384,Berrien County,Michigan,MI,70.3,2012
35385,Branch County,Michigan,MI,69.5,2012
35386,Calhoun County,Michigan,MI,69.3,2012
35387,Cass County,Michigan,MI,69.7,2012
35388,Charlevoix County,Michigan,MI,65.7,2012
35389,Cheboygan County,Michigan,MI,64.7,2012
35390,Chippewa County,Michigan,MI,63.2,2012
35391,Clare County,Michigan,MI,66.1,2012
35392,Clinton County,Michigan,MI,69.1,2012
35393,Crawford County,Michigan,MI,64.8,2012
35394,Delta County,Michigan,MI,64.8,2012
35395,Dickinson County,Michigan,MI,63.3,2012
35396,Eaton County,Michigan,MI,69.2,2012
35397,Emmet County,Michigan,MI,64.8,2012
35398,Genesee County,Michigan,MI,69.2,2012
35399,Gladwin County,Michigan,MI,67.0,2012
35400,Gogebic County,Michigan,MI,61.8,2012
35401,Grand Traverse County,Michigan,MI,66.3,2012
35402,Gratiot County,Michigan,MI,68.4,2012
35403,Hillsdale County,Michigan,MI,68.9,2012
35404,Houghton County,Michigan,MI,62.5,2012
35405,Huron County,Michigan,MI,67.3,2012
35406,Ingham County,Michigan,MI,69.0,2012
35407,Ionia County,Michigan,MI,68.8,2012
35408,Iosco County,Michigan,MI,66.1,2012
35409,Iron County,Michigan,MI,61.2,2012
35410,Isabella County,Michigan,MI,67.5,2012
35411,Jackson County,Michigan,MI,69.0,2012
35412,Kalamazoo County,Michigan,MI,69.6,2012
35413,Kalkaska County,Michigan,MI,65.4,2012
35414,Kent County,Michigan,MI,69.0,2012
35415,Keweenaw County,Michigan,MI,62.8,2012
35416,Lake County,Michigan,MI,66.5,2012
35417,Lapeer County,Michigan,MI,68.9,2012
35418,Leelanau County,Michigan,MI,66.4,2012
35419,Lenawee County,Michigan,MI,69.9,2012
35420,Livingston County,Michigan,MI,68.8,2012
35421,Luce County,Michigan,MI,62.9,2012
35422,Mackinac County,Michigan,MI,63.7,2012
35423,Macomb County,Michigan,MI,70.2,2012
35424,Manistee County,Michigan,MI,66.8,2012
35425,Marquette County,Michigan,MI,62.7,2012
35426,Mason County,Michigan,MI,67.1,2012
35427,Mecosta County,Michigan,MI,66.7,2012
35428,Menominee County,Michigan,MI,65.1,2012
35429,Midland County,Michigan,MI,68.3,2012
35430,Missaukee County,Michigan,MI,65.2,2012
35431,Monroe County,Michigan,MI,71.2,2012
35432,Montcalm County,Michigan,MI,67.7,2012
35433,Montmorency County,Michigan,MI,64.8,2012
35434,Muskegon County,Michigan,MI,68.7,2012
35435,Newaygo County,Michigan,MI,67.4,2012
35436,Oakland County,Michigan,MI,69.3,2012
35437,Oceana County,Michigan,MI,67.5,2012
35438,Ogemaw County,Michigan,MI,65.7,2012
35439,Ontonagon County,Michigan,MI,62.6,2012
35440,Osceola County,Michigan,MI,65.5,2012
35441,Oscoda County,Michigan,MI,64.9,2012
35442,Otsego County,Michigan,MI,64.2,2012
35443,Ottawa County,Michigan,MI,69.6,2012
35444,Presque Isle County,Michigan,MI,65.1,2012
35445,Roscommon County,Michigan,MI,65.5,2012
35446,Saginaw County,Michigan,MI,68.9,2012
35447,St. Clair County,Michigan,MI,69.5,2012
35448,St. Joseph County,Michigan,MI,69.5,2012
35449,Sanilac County,Michigan,MI,68.1,2012
35450,Schoolcraft County,Michigan,MI,64.4,2012
35451,Shiawassee County,Michigan,MI,68.8,2012
35452,Tuscola County,Michigan,MI,68.5,2012
35453,Van Buren County,Michigan,MI,69.9,2012
35454,Washtenaw County,Michigan,MI,69.7,2012
35455,Wayne County,Michigan,MI,70.9,2012
35456,Wexford County,Michigan,MI,65.5,2012
35457,Aitkin County,Minnesota,MN,64.6,2012
35458,Anoka County,Minnesota,MN,69.1,2012
35459,Becker County,Minnesota,MN,65.0,2012
35460,Beltrami County,Minnesota,MN,63.6,2012
35461,Benton County,Minnesota,MN,67.7,2012
35462,Big Stone County,Minnesota,MN,68.3,2012
35463,Blue Earth County,Minnesota,MN,69.5,2012
35464,Brown County,Minnesota,MN,69.5,2012
35465,Carlton County,Minnesota,MN,64.1,2012
35466,Carver County,Minnesota,MN,69.4,2012
35467,Cass County,Minnesota,MN,65.2,2012
35468,Chippewa County,Minnesota,MN,68.8,2012
35469,Chisago County,Minnesota,MN,68.2,2012
35470,Clay County,Minnesota,MN,67.4,2012
35471,Clearwater County,Minnesota,MN,64.3,2012
35472,Cook County,Minnesota,MN,60.9,2012
35473,Cottonwood County,Minnesota,MN,69.2,2012
35474,Crow Wing County,Minnesota,MN,65.8,2012
35475,Dakota County,Minnesota,MN,69.8,2012
35476,Dodge County,Minnesota,MN,67.5,2012
35477,Douglas County,Minnesota,MN,66.7,2012
35478,Faribault County,Minnesota,MN,69.5,2012
35479,Fillmore County,Minnesota,MN,67.7,2012
35480,Freeborn County,Minnesota,MN,68.6,2012
35481,Goodhue County,Minnesota,MN,68.4,2012
35482,Grant County,Minnesota,MN,67.4,2012
35483,Hennepin County,Minnesota,MN,69.6,2012
35484,Houston County,Minnesota,MN,68.9,2012
35485,Hubbard County,Minnesota,MN,65.0,2012
35486,Isanti County,Minnesota,MN,68.0,2012
35487,Itasca County,Minnesota,MN,63.5,2012
35488,Jackson County,Minnesota,MN,69.4,2012
35489,Kanabec County,Minnesota,MN,66.2,2012
35490,Kandiyohi County,Minnesota,MN,68.1,2012
35491,Kittson County,Minnesota,MN,64.8,2012
35492,Koochiching County,Minnesota,MN,62.7,2012
35493,Lac qui Parle County,Minnesota,MN,69.0,2012
35494,Lake County,Minnesota,MN,61.8,2012
35495,Lake of the Woods County,Minnesota,MN,63.0,2012
35496,Le Sueur County,Minnesota,MN,68.9,2012
35497,Lincoln County,Minnesota,MN,68.4,2012
35498,Lyon County,Minnesota,MN,69.6,2012
35499,McLeod County,Minnesota,MN,69.0,2012
35500,Mahnomen County,Minnesota,MN,65.0,2012
35501,Marshall County,Minnesota,MN,65.4,2012
35502,Martin County,Minnesota,MN,69.7,2012
35503,Meeker County,Minnesota,MN,68.3,2012
35504,Mille Lacs County,Minnesota,MN,66.5,2012
35505,Morrison County,Minnesota,MN,66.9,2012
35506,Mower County,Minnesota,MN,67.8,2012
35507,Murray County,Minnesota,MN,68.8,2012
35508,Nicollet County,Minnesota,MN,69.5,2012
35509,Nobles County,Minnesota,MN,69.2,2012
35510,Norman County,Minnesota,MN,66.9,2012
35511,Olmsted County,Minnesota,MN,67.7,2012
35512,Otter Tail County,Minnesota,MN,66.3,2012
35513,Pennington County,Minnesota,MN,65.6,2012
35514,Pine County,Minnesota,MN,65.6,2012
35515,Pipestone County,Minnesota,MN,68.5,2012
35516,Polk County,Minnesota,MN,66.2,2012
35517,Pope County,Minnesota,MN,67.3,2012
35518,Ramsey County,Minnesota,MN,70.0,2012
35519,Red Lake County,Minnesota,MN,66.0,2012
35520,Redwood County,Minnesota,MN,69.6,2012
35521,Renville County,Minnesota,MN,68.9,2012
35522,Rice County,Minnesota,MN,68.7,2012
35523,Rock County,Minnesota,MN,69.9,2012
35524,Roseau County,Minnesota,MN,63.2,2012
35525,St. Louis County,Minnesota,MN,62.4,2012
35526,Scott County,Minnesota,MN,69.8,2012
35527,Sherburne County,Minnesota,MN,68.2,2012
35528,Sibley County,Minnesota,MN,69.5,2012
35529,Stearns County,Minnesota,MN,67.8,2012
35530,Steele County,Minnesota,MN,68.1,2012
35531,Stevens County,Minnesota,MN,67.7,2012
35532,Swift County,Minnesota,MN,68.3,2012
35533,Todd County,Minnesota,MN,66.4,2012
35534,Traverse County,Minnesota,MN,67.8,2012
35535,Wabasha County,Minnesota,MN,68.3,2012
35536,Wadena County,Minnesota,MN,65.7,2012
35537,Waseca County,Minnesota,MN,68.4,2012
35538,Washington County,Minnesota,MN,69.5,2012
35539,Watonwan County,Minnesota,MN,69.8,2012
35540,Wilkin County,Minnesota,MN,67.8,2012
35541,Winona County,Minnesota,MN,68.5,2012
35542,Wright County,Minnesota,MN,68.4,2012
35543,Yellow Medicine County,Minnesota,MN,69.4,2012
35544,Adams County,Mississippi,MS,79.7,2012
35545,Alcorn County,Mississippi,MS,77.0,2012
35546,Amite County,Mississippi,MS,79.0,2012
35547,Attala County,Mississippi,MS,77.7,2012
35548,Benton County,Mississippi,MS,77.5,2012
35549,Bolivar County,Mississippi,MS,79.3,2012
35550,Calhoun County,Mississippi,MS,77.7,2012
35551,Carroll County,Mississippi,MS,78.5,2012
35552,Chickasaw County,Mississippi,MS,77.6,2012
35553,Choctaw County,Mississippi,MS,77.4,2012
35554,Claiborne County,Mississippi,MS,79.6,2012
35555,Clarke County,Mississippi,MS,78.3,2012
35556,Clay County,Mississippi,MS,78.3,2012
35557,Coahoma County,Mississippi,MS,79.2,2012
35558,Copiah County,Mississippi,MS,78.9,2012
35559,Covington County,Mississippi,MS,78.5,2012
35560,DeSoto County,Mississippi,MS,79.5,2012
35561,Forrest County,Mississippi,MS,78.9,2012
35562,Franklin County,Mississippi,MS,79.1,2012
35563,George County,Mississippi,MS,79.4,2012
35564,Greene County,Mississippi,MS,78.9,2012
35565,Grenada County,Mississippi,MS,78.3,2012
35566,Hancock County,Mississippi,MS,79.5,2012
35567,Harrison County,Mississippi,MS,79.5,2012
35568,Hinds County,Mississippi,MS,79.2,2012
35569,Holmes County,Mississippi,MS,79.1,2012
35570,Humphreys County,Mississippi,MS,79.9,2012
35571,Issaquena County,Mississippi,MS,80.2,2012
35572,Itawamba County,Mississippi,MS,77.0,2012
35573,Jackson County,Mississippi,MS,79.8,2012
