,County,State,State Abbreviation,Avg Temperature (F),Year
612,Livingston County,Illinois,IL,70.2,2001
613,Logan County,Illinois,IL,71.6,2001
614,McDonough County,Illinois,IL,71.5,2001
615,McHenry County,Illinois,IL,68.8,2001
616,McLean County,Illinois,IL,70.5,2001
617,Macon County,Illinois,IL,71.7,2001
618,Macoupin County,Illinois,IL,72.8,2001
619,Madison County,Illinois,IL,74.3,2001
620,Marion County,Illinois,IL,72.8,2001
621,Marshall County,Illinois,IL,70.2,2001
622,Mason County,Illinois,IL,72.2,2001
623,Massac County,Illinois,IL,75.2,2001
624,Menard County,Illinois,IL,71.9,2001
625,Mercer County,Illinois,IL,70.6,2001
626,Monroe County,Illinois,IL,74.8,2001
627,Montgomery County,Illinois,IL,72.6,2001
628,Morgan County,Illinois,IL,72.2,2001
629,Moultrie County,Illinois,IL,72.1,2001
630,Ogle County,Illinois,IL,69.2,2001
631,Peoria County,Illinois,IL,70.9,2001
632,Perry County,Illinois,IL,73.6,2001
633,Piatt County,Illinois,IL,71.2,2001
634,Pike County,Illinois,IL,72.6,2001
635,Pope County,Illinois,IL,74.4,2001
636,Pulaski County,Illinois,IL,75.2,2001
637,Putnam County,Illinois,IL,70.3,2001
638,Randolph County,Illinois,IL,74.3,2001
639,Richland County,Illinois,IL,73.3,2001
640,Rock Island County,Illinois,IL,70.6,2001
641,St. Clair County,Illinois,IL,74.8,2001
642,Saline County,Illinois,IL,73.9,2001
643,Sangamon County,Illinois,IL,71.8,2001
644,Schuyler County,Illinois,IL,72.3,2001
645,Scott County,Illinois,IL,72.6,2001
646,Shelby County,Illinois,IL,72.5,2001
647,Stark County,Illinois,IL,70.0,2001
648,Stephenson County,Illinois,IL,68.9,2001
649,Tazewell County,Illinois,IL,71.4,2001
650,Union County,Illinois,IL,74.4,2001
651,Vermilion County,Illinois,IL,70.6,2001
652,Wabash County,Illinois,IL,73.9,2001
653,Warren County,Illinois,IL,70.9,2001
654,Washington County,Illinois,IL,73.5,2001
655,Wayne County,Illinois,IL,73.6,2001
656,White County,Illinois,IL,73.8,2001
657,Whiteside County,Illinois,IL,70.1,2001
658,Will County,Illinois,IL,70.2,2001
659,Williamson County,Illinois,IL,73.8,2001
660,Winnebago County,Illinois,IL,69.3,2001
661,Woodford County,Illinois,IL,70.4,2001
662,Adams County,Indiana,IN,69.5,2001
663,Allen County,Indiana,IN,69.1,2001
664,Bartholomew County,Indiana,IN,71.4,2001
665,Benton County,Indiana,IN,69.3,2001
666,Blackford County,Indiana,IN,69.4,2001
667,Boone County,Indiana,IN,69.5,2001
668,Brown County,Indiana,IN,70.9,2001
669,Carroll County,Indiana,IN,69.5,2001
670,Cass County,Indiana,IN,69.1,2001
671,Clark County,Indiana,IN,72.7,2001
672,Clay County,Indiana,IN,70.9,2001
673,Clinton County,Indiana,IN,69.2,2001
674,Crawford County,Indiana,IN,72.0,2001
675,Daviess County,Indiana,IN,72.4,2001
676,Dearborn County,Indiana,IN,71.3,2001
677,Decatur County,Indiana,IN,70.6,2001
678,DeKalb County,Indiana,IN,68.2,2001
679,Delaware County,Indiana,IN,69.3,2001
680,Dubois County,Indiana,IN,72.3,2001
681,Elkhart County,Indiana,IN,68.1,2001
682,Fayette County,Indiana,IN,70.3,2001
683,Floyd County,Indiana,IN,72.6,2001
684,Fountain County,Indiana,IN,70.4,2001
685,Franklin County,Indiana,IN,70.7,2001
686,Fulton County,Indiana,IN,68.5,2001
687,Gibson County,Indiana,IN,73.8,2001
688,Grant County,Indiana,IN,69.4,2001
689,Greene County,Indiana,IN,71.7,2001
690,Hamilton County,Indiana,IN,70.0,2001
691,Hancock County,Indiana,IN,70.4,2001
692,Harrison County,Indiana,IN,72.5,2001
693,Hendricks County,Indiana,IN,69.9,2001
694,Henry County,Indiana,IN,69.4,2001
695,Howard County,Indiana,IN,69.0,2001
696,Huntington County,Indiana,IN,69.5,2001
697,Jackson County,Indiana,IN,71.7,2001
698,Jasper County,Indiana,IN,69.2,2001
699,Jay County,Indiana,IN,69.2,2001
700,Jefferson County,Indiana,IN,71.9,2001
701,Jennings County,Indiana,IN,71.6,2001
702,Johnson County,Indiana,IN,70.6,2001
703,Knox County,Indiana,IN,73.2,2001
704,Kosciusko County,Indiana,IN,68.4,2001
705,LaGrange County,Indiana,IN,67.9,2001
706,Lake County,Indiana,IN,69.5,2001
707,LaPorte County,Indiana,IN,69.0,2001
708,Lawrence County,Indiana,IN,71.4,2001
709,Madison County,Indiana,IN,69.9,2001
710,Marion County,Indiana,IN,70.7,2001
711,Marshall County,Indiana,IN,68.3,2001
712,Martin County,Indiana,IN,71.7,2001
713,Miami County,Indiana,IN,69.2,2001
714,Monroe County,Indiana,IN,70.9,2001
715,Montgomery County,Indiana,IN,69.6,2001
716,Morgan County,Indiana,IN,70.7,2001
717,Newton County,Indiana,IN,69.4,2001
718,Noble County,Indiana,IN,68.1,2001
719,Ohio County,Indiana,IN,71.8,2001
720,Orange County,Indiana,IN,71.5,2001
721,Owen County,Indiana,IN,70.8,2001
722,Parke County,Indiana,IN,70.7,2001
723,Perry County,Indiana,IN,73.2,2001
724,Pike County,Indiana,IN,73.2,2001
725,Porter County,Indiana,IN,69.1,2001
726,Posey County,Indiana,IN,74.3,2001
727,Pulaski County,Indiana,IN,69.0,2001
728,Putnam County,Indiana,IN,69.6,2001
729,Randolph County,Indiana,IN,68.6,2001
730,Ripley County,Indiana,IN,70.7,2001
731,Rush County,Indiana,IN,70.5,2001
732,St. Joseph County,Indiana,IN,68.3,2001
733,Scott County,Indiana,IN,72.2,2001
734,Shelby County,Indiana,IN,70.9,2001
735,Spencer County,Indiana,IN,73.9,2001
736,Starke County,Indiana,IN,68.8,2001
737,Steuben County,Indiana,IN,67.4,2001
738,Sullivan County,Indiana,IN,72.4,2001
739,Switzerland County,Indiana,IN,72.0,2001
740,Tippecanoe County,Indiana,IN,69.7,2001
741,Tipton County,Indiana,IN,69.2,2001
742,Union County,Indiana,IN,70.0,2001
743,Vanderburgh County,Indiana,IN,74.3,2001
744,Vermillion County,Indiana,IN,71.2,2001
745,Vigo County,Indiana,IN,71.5,2001
746,Wabash County,Indiana,IN,69.5,2001
747,Warren County,Indiana,IN,70.0,2001
748,Warrick County,Indiana,IN,73.8,2001
749,Washington County,Indiana,IN,71.5,2001
750,Wayne County,Indiana,IN,69.2,2001
751,Wells County,Indiana,IN,69.4,2001
752,White County,Indiana,IN,69.4,2001
753,Whitley County,Indiana,IN,68.8,2001
754,Adair County,Iowa,IA,70.5,2001
755,Adams County,Iowa,IA,71.2,2001
756,Allamakee County,Iowa,IA,67.9,2001
757,Appanoose County,Iowa,IA,71.1,2001
758,Audubon County,Iowa,IA,69.8,2001
759,Benton County,Iowa,IA,68.9,2001
760,Black Hawk County,Iowa,IA,68.4,2001
761,Boone County,Iowa,IA,70.3,2001
762,Bremer County,Iowa,IA,68.0,2001
763,Buchanan County,Iowa,IA,68.3,2001
764,Buena Vista County,Iowa,IA,68.7,2001
765,Butler County,Iowa,IA,68.4,2001
766,Calhoun County,Iowa,IA,69.2,2001
767,Carroll County,Iowa,IA,69.6,2001
768,Cass County,Iowa,IA,70.6,2001
769,Cedar County,Iowa,IA,70.0,2001
770,Cerro Gordo County,Iowa,IA,67.7,2001
771,Cherokee County,Iowa,IA,68.9,2001
772,Chickasaw County,Iowa,IA,67.5,2001
773,Clarke County,Iowa,IA,70.8,2001
774,Clay County,Iowa,IA,68.5,2001
775,Clayton County,Iowa,IA,67.9,2001
776,Clinton County,Iowa,IA,69.9,2001
777,Crawford County,Iowa,IA,69.6,2001
778,Dallas County,Iowa,IA,70.9,2001
779,Davis County,Iowa,IA,71.2,2001
780,Decatur County,Iowa,IA,71.1,2001
781,Delaware County,Iowa,IA,68.0,2001
782,Des Moines County,Iowa,IA,71.3,2001
783,Dickinson County,Iowa,IA,68.2,2001
784,Dubuque County,Iowa,IA,68.7,2001
785,Emmet County,Iowa,IA,68.3,2001
786,Fayette County,Iowa,IA,67.3,2001
787,Floyd County,Iowa,IA,68.3,2001
788,Franklin County,Iowa,IA,67.7,2001
789,Fremont County,Iowa,IA,72.7,2001
790,Greene County,Iowa,IA,70.1,2001
791,Grundy County,Iowa,IA,68.3,2001
792,Guthrie County,Iowa,IA,70.2,2001
793,Hamilton County,Iowa,IA,69.0,2001
794,Hancock County,Iowa,IA,67.8,2001
795,Hardin County,Iowa,IA,68.3,2001
796,Harrison County,Iowa,IA,71.2,2001
797,Henry County,Iowa,IA,71.4,2001
798,Howard County,Iowa,IA,66.6,2001
799,Humboldt County,Iowa,IA,68.8,2001
800,Ida County,Iowa,IA,69.2,2001
801,Iowa County,Iowa,IA,69.7,2001
802,Jackson County,Iowa,IA,69.4,2001
803,Jasper County,Iowa,IA,70.2,2001
804,Jefferson County,Iowa,IA,71.2,2001
805,Johnson County,Iowa,IA,70.0,2001
806,Jones County,Iowa,IA,69.0,2001
807,Keokuk County,Iowa,IA,70.4,2001
808,Kossuth County,Iowa,IA,68.3,2001
809,Lee County,Iowa,IA,72.2,2001
810,Linn County,Iowa,IA,69.0,2001
811,Louisa County,Iowa,IA,70.8,2001
812,Lucas County,Iowa,IA,71.0,2001
813,Lyon County,Iowa,IA,69.0,2001
814,Madison County,Iowa,IA,70.9,2001
815,Mahaska County,Iowa,IA,70.5,2001
816,Marion County,Iowa,IA,71.4,2001
817,Marshall County,Iowa,IA,69.1,2001
818,Mills County,Iowa,IA,72.4,2001
819,Mitchell County,Iowa,IA,67.2,2001
820,Monona County,Iowa,IA,70.6,2001
821,Monroe County,Iowa,IA,71.0,2001
822,Montgomery County,Iowa,IA,71.5,2001
823,Muscatine County,Iowa,IA,70.7,2001
824,O'Brien County,Iowa,IA,68.6,2001
825,Osceola County,Iowa,IA,68.3,2001
826,Page County,Iowa,IA,71.7,2001
827,Palo Alto County,Iowa,IA,68.4,2001
828,Plymouth County,Iowa,IA,69.4,2001
829,Pocahontas County,Iowa,IA,68.7,2001
830,Polk County,Iowa,IA,71.2,2001
831,Pottawattamie County,Iowa,IA,71.3,2001
832,Poweshiek County,Iowa,IA,69.4,2001
833,Ringgold County,Iowa,IA,71.0,2001
834,Sac County,Iowa,IA,69.1,2001
835,Scott County,Iowa,IA,70.3,2001
836,Shelby County,Iowa,IA,70.2,2001
837,Sioux County,Iowa,IA,69.1,2001
838,Story County,Iowa,IA,70.0,2001
839,Tama County,Iowa,IA,68.8,2001
840,Taylor County,Iowa,IA,71.4,2001
841,Union County,Iowa,IA,70.8,2001
842,Van Buren County,Iowa,IA,71.6,2001
843,Wapello County,Iowa,IA,71.0,2001
844,Warren County,Iowa,IA,71.4,2001
845,Washington County,Iowa,IA,70.5,2001
846,Wayne County,Iowa,IA,70.9,2001
847,Webster County,Iowa,IA,69.2,2001
848,Winnebago County,Iowa,IA,67.7,2001
849,Winneshiek County,Iowa,IA,67.1,2001
850,Woodbury County,Iowa,IA,69.8,2001
851,Worth County,Iowa,IA,67.3,2001
852,Wright County,Iowa,IA,68.2,2001
853,Allen County,Kansas,KS,76.6,2001
854,Anderson County,Kansas,KS,75.8,2001
855,Atchison County,Kansas,KS,74.3,2001
856,Barber County,Kansas,KS,79.7,2001
857,Barton County,Kansas,KS,77.7,2001
858,Bourbon County,Kansas,KS,76.7,2001
859,Brown County,Kansas,KS,73.4,2001
860,Butler County,Kansas,KS,77.8,2001
861,Chase County,Kansas,KS,76.5,2001
862,Chautauqua County,Kansas,KS,79.1,2001
863,Cherokee County,Kansas,KS,77.9,2001
864,Cheyenne County,Kansas,KS,74.1,2001
865,Clark County,Kansas,KS,78.8,2001
866,Clay County,Kansas,KS,76.3,2001
867,Cloud County,Kansas,KS,76.3,2001
868,Coffey County,Kansas,KS,76.1,2001
869,Comanche County,Kansas,KS,78.9,2001
870,Cowley County,Kansas,KS,79.0,2001
871,Crawford County,Kansas,KS,77.0,2001
872,Decatur County,Kansas,KS,74.5,2001
873,Dickinson County,Kansas,KS,77.1,2001
874,Doniphan County,Kansas,KS,73.8,2001
875,Douglas County,Kansas,KS,75.4,2001
876,Edwards County,Kansas,KS,77.8,2001
877,Elk County,Kansas,KS,78.0,2001
878,Ellis County,Kansas,KS,76.7,2001
879,Ellsworth County,Kansas,KS,77.4,2001
880,Finney County,Kansas,KS,76.8,2001
881,Ford County,Kansas,KS,77.7,2001
882,Franklin County,Kansas,KS,75.7,2001
883,Geary County,Kansas,KS,76.0,2001
884,Gove County,Kansas,KS,75.7,2001
885,Graham County,Kansas,KS,76.0,2001
886,Grant County,Kansas,KS,76.8,2001
887,Gray County,Kansas,KS,77.5,2001
888,Greeley County,Kansas,KS,74.5,2001
889,Greenwood County,Kansas,KS,76.7,2001
890,Hamilton County,Kansas,KS,75.7,2001
891,Harper County,Kansas,KS,80.2,2001
892,Harvey County,Kansas,KS,78.6,2001
893,Haskell County,Kansas,KS,76.9,2001
894,Hodgeman County,Kansas,KS,77.8,2001
895,Jackson County,Kansas,KS,74.1,2001
896,Jefferson County,Kansas,KS,75.0,2001
897,Jewell County,Kansas,KS,75.1,2001
898,Johnson County,Kansas,KS,75.1,2001
899,Kearny County,Kansas,KS,76.3,2001
900,Kingman County,Kansas,KS,79.3,2001
901,Kiowa County,Kansas,KS,78.1,2001
902,Labette County,Kansas,KS,78.3,2001
903,Lane County,Kansas,KS,76.1,2001
904,Leavenworth County,Kansas,KS,75.0,2001
905,Lincoln County,Kansas,KS,77.4,2001
906,Linn County,Kansas,KS,76.1,2001
907,Logan County,Kansas,KS,74.9,2001
908,Lyon County,Kansas,KS,76.0,2001
909,McPherson County,Kansas,KS,78.0,2001
910,Marion County,Kansas,KS,77.3,2001
911,Marshall County,Kansas,KS,74.2,2001
912,Meade County,Kansas,KS,78.6,2001
913,Miami County,Kansas,KS,75.5,2001
914,Mitchell County,Kansas,KS,76.7,2001
915,Montgomery County,Kansas,KS,78.8,2001
916,Morris County,Kansas,KS,76.0,2001
917,Morton County,Kansas,KS,76.7,2001
918,Nemaha County,Kansas,KS,73.3,2001
919,Neosho County,Kansas,KS,77.4,2001
920,Ness County,Kansas,KS,77.3,2001
921,Norton County,Kansas,KS,74.7,2001
922,Osage County,Kansas,KS,75.6,2001
923,Osborne County,Kansas,KS,76.6,2001
924,Ottawa County,Kansas,KS,77.6,2001
925,Pawnee County,Kansas,KS,77.9,2001
926,Phillips County,Kansas,KS,75.2,2001
927,Pottawatomie County,Kansas,KS,74.9,2001
928,Pratt County,Kansas,KS,78.5,2001
929,Rawlins County,Kansas,KS,74.0,2001
930,Reno County,Kansas,KS,78.8,2001
931,Republic County,Kansas,KS,75.0,2001
932,Rice County,Kansas,KS,78.0,2001
933,Riley County,Kansas,KS,75.7,2001
934,Rooks County,Kansas,KS,76.3,2001
935,Rush County,Kansas,KS,77.4,2001
936,Russell County,Kansas,KS,77.4,2001
937,Saline County,Kansas,KS,78.0,2001
938,Scott County,Kansas,KS,75.6,2001
939,Sedgwick County,Kansas,KS,79.5,2001
940,Seward County,Kansas,KS,77.9,2001
941,Shawnee County,Kansas,KS,75.4,2001
942,Sheridan County,Kansas,KS,74.9,2001
943,Sherman County,Kansas,KS,73.6,2001
944,Smith County,Kansas,KS,75.3,2001
945,Stafford County,Kansas,KS,78.3,2001
946,Stanton County,Kansas,KS,76.3,2001
947,Stevens County,Kansas,KS,77.3,2001
948,Sumner County,Kansas,KS,80.5,2001
949,Thomas County,Kansas,KS,74.0,2001
950,Trego County,Kansas,KS,76.6,2001
951,Wabaunsee County,Kansas,KS,75.4,2001
952,Wallace County,Kansas,KS,74.4,2001
953,Washington County,Kansas,KS,75.1,2001
954,Wichita County,Kansas,KS,75.0,2001
955,Wilson County,Kansas,KS,77.8,2001
956,Woodson County,Kansas,KS,76.7,2001
957,Wyandotte County,Kansas,KS,75.0,2001
958,Adair County,Kentucky,KY,72.6,2001
959,Allen County,Kentucky,KY,74.1,2001
960,Anderson County,Kentucky,KY,72.4,2001
961,Ballard County,Kentucky,KY,75.4,2001
962,Barren County,Kentucky,KY,73.9,2001
963,Bath County,Kentucky,KY,71.7,2001
964,Bell County,Kentucky,KY,70.6,2001
965,Boone County,Kentucky,KY,71.8,2001
966,Bourbon County,Kentucky,KY,71.6,2001
967,Boyd County,Kentucky,KY,71.4,2001
968,Boyle County,Kentucky,KY,72.1,2001
969,Bracken County,Kentucky,KY,71.6,2001
970,Breathitt County,Kentucky,KY,71.7,2001
971,Breckinridge County,Kentucky,KY,73.4,2001
972,Bullitt County,Kentucky,KY,73.6,2001
973,Butler County,Kentucky,KY,74.6,2001
974,Caldwell County,Kentucky,KY,75.0,2001
975,Calloway County,Kentucky,KY,75.0,2001
976,Campbell County,Kentucky,KY,72.0,2001
977,Carlisle County,Kentucky,KY,75.5,2001
978,Carroll County,Kentucky,KY,72.4,2001
979,Carter County,Kentucky,KY,71.1,2001
980,Casey County,Kentucky,KY,71.9,2001
981,Christian County,Kentucky,KY,75.1,2001
982,Clark County,Kentucky,KY,71.8,2001
983,Clay County,Kentucky,KY,71.0,2001
984,Clinton County,Kentucky,KY,72.3,2001
985,Crittenden County,Kentucky,KY,74.7,2001
986,Cumberland County,Kentucky,KY,73.0,2001
987,Daviess County,Kentucky,KY,74.4,2001
988,Edmonson County,Kentucky,KY,74.1,2001
989,Elliott County,Kentucky,KY,71.4,2001
990,Estill County,Kentucky,KY,72.0,2001
991,Fayette County,Kentucky,KY,71.8,2001
992,Fleming County,Kentucky,KY,71.5,2001
993,Floyd County,Kentucky,KY,72.3,2001
994,Franklin County,Kentucky,KY,72.4,2001
995,Fulton County,Kentucky,KY,76.0,2001
996,Gallatin County,Kentucky,KY,72.5,2001
997,Garrard County,Kentucky,KY,72.3,2001
998,Grant County,Kentucky,KY,71.9,2001
999,Graves County,Kentucky,KY,75.2,2001
1000,Grayson County,Kentucky,KY,73.6,2001
1001,Green County,Kentucky,KY,73.5,2001
1002,Greenup County,Kentucky,KY,71.2,2001
1003,Hancock County,Kentucky,KY,73.9,2001
1004,Hardin County,Kentucky,KY,73.2,2001
1005,Harlan County,Kentucky,KY,68.9,2001
1006,Harrison County,Kentucky,KY,71.8,2001
1007,Hart County,Kentucky,KY,73.7,2001
1008,Henderson County,Kentucky,KY,74.7,2001
1009,Henry County,Kentucky,KY,72.2,2001
1010,Hickman County,Kentucky,KY,75.6,2001
1011,Hopkins County,Kentucky,KY,75.1,2001
1012,Jackson County,Kentucky,KY,70.8,2001
1013,Jefferson County,Kentucky,KY,73.5,2001
1014,Jessamine County,Kentucky,KY,72.3,2001
1015,Johnson County,Kentucky,KY,72.1,2001
1016,Kenton County,Kentucky,KY,71.7,2001
1017,Knott County,Kentucky,KY,70.9,2001
1018,Knox County,Kentucky,KY,71.4,2001
1019,Larue County,Kentucky,KY,73.2,2001
1020,Laurel County,Kentucky,KY,71.1,2001
1021,Lawrence County,Kentucky,KY,71.6,2001
1022,Lee County,Kentucky,KY,71.6,2001
1023,Leslie County,Kentucky,KY,70.7,2001
1024,Letcher County,Kentucky,KY,69.7,2001
1025,Lewis County,Kentucky,KY,71.2,2001
1026,Lincoln County,Kentucky,KY,71.6,2001
1027,Livingston County,Kentucky,KY,75.1,2001
1028,Logan County,Kentucky,KY,74.8,2001
1029,Lyon County,Kentucky,KY,75.1,2001
1030,McCracken County,Kentucky,KY,75.4,2001
1031,McCreary County,Kentucky,KY,71.1,2001
1032,McLean County,Kentucky,KY,74.9,2001
1033,Madison County,Kentucky,KY,72.3,2001
1034,Magoffin County,Kentucky,KY,71.7,2001
1035,Marion County,Kentucky,KY,73.1,2001
1036,Marshall County,Kentucky,KY,75.3,2001
1037,Martin County,Kentucky,KY,72.2,2001
1038,Mason County,Kentucky,KY,71.4,2001
1039,Meade County,Kentucky,KY,73.0,2001
1040,Menifee County,Kentucky,KY,71.4,2001
1041,Mercer County,Kentucky,KY,72.4,2001
1042,Metcalfe County,Kentucky,KY,72.8,2001
1043,Monroe County,Kentucky,KY,73.2,2001
1044,Montgomery County,Kentucky,KY,71.5,2001
1045,Morgan County,Kentucky,KY,71.7,2001
1046,Muhlenberg County,Kentucky,KY,75.0,2001
1047,Nelson County,Kentucky,KY,73.3,2001
1048,Nicholas County,Kentucky,KY,71.5,2001
1049,Ohio County,Kentucky,KY,74.4,2001
1050,Oldham County,Kentucky,KY,72.5,2001
1051,Owen County,Kentucky,KY,72.2,2001
1052,Owsley County,Kentucky,KY,71.4,2001
1053,Pendleton County,Kentucky,KY,72.0,2001
1054,Perry County,Kentucky,KY,71.1,2001
1055,Pike County,Kentucky,KY,71.6,2001
1056,Powell County,Kentucky,KY,71.8,2001
1057,Pulaski County,Kentucky,KY,71.7,2001
1058,Robertson County,Kentucky,KY,71.7,2001
1059,Rockcastle County,Kentucky,KY,71.4,2001
1060,Rowan County,Kentucky,KY,71.4,2001
1061,Russell County,Kentucky,KY,72.4,2001
1062,Scott County,Kentucky,KY,71.9,2001
1063,Shelby County,Kentucky,KY,72.2,2001
1064,Simpson County,Kentucky,KY,74.2,2001
1065,Spencer County,Kentucky,KY,72.9,2001
1066,Taylor County,Kentucky,KY,73.0,2001
1067,Todd County,Kentucky,KY,74.9,2001
1068,Trigg County,Kentucky,KY,75.1,2001
1069,Trimble County,Kentucky,KY,72.3,2001
1070,Union County,Kentucky,KY,74.7,2001
1071,Warren County,Kentucky,KY,74.5,2001
1072,Washington County,Kentucky,KY,72.8,2001
1073,Wayne County,Kentucky,KY,71.8,2001
1074,Webster County,Kentucky,KY,74.9,2001
1075,Whitley County,Kentucky,KY,71.5,2001
1076,Wolfe County,Kentucky,KY,71.5,2001
1077,Woodford County,Kentucky,KY,72.3,2001
1078,Acadia Parish,Louisiana,LA,80.2,2001
1079,Allen Parish,Louisiana,LA,79.7,2001
1080,Ascension Parish,Louisiana,LA,80.0,2001
1081,Assumption Parish,Louisiana,LA,80.4,2001
1082,Avoyelles Parish,Louisiana,LA,79.8,2001
1083,Beauregard Parish,Louisiana,LA,79.5,2001
1084,Bienville Parish,Louisiana,LA,78.8,2001
1085,Bossier Parish,Louisiana,LA,79.6,2001
1086,Caddo Parish,Louisiana,LA,80.0,2001
1087,Calcasieu Parish,Louisiana,LA,80.3,2001
1088,Caldwell Parish,Louisiana,LA,79.5,2001
1089,Cameron Parish,Louisiana,LA,80.6,2001
1090,Catahoula Parish,Louisiana,LA,79.5,2001
1091,Claiborne Parish,Louisiana,LA,78.7,2001
1092,Concordia Parish,Louisiana,LA,79.4,2001
1093,De Soto Parish,Louisiana,LA,79.8,2001
1094,East Baton Rouge Parish,Louisiana,LA,79.6,2001
1095,East Carroll Parish,Louisiana,LA,79.5,2001
1096,East Feliciana Parish,Louisiana,LA,78.9,2001
1097,Evangeline Parish,Louisiana,LA,79.9,2001
1098,Franklin Parish,Louisiana,LA,79.4,2001
1099,Grant Parish,Louisiana,LA,79.6,2001
1100,Iberia Parish,Louisiana,LA,80.2,2001
1101,Iberville Parish,Louisiana,LA,79.9,2001
1102,Jackson Parish,Louisiana,LA,78.8,2001
1103,Jefferson Parish,Louisiana,LA,80.7,2001
1104,Jefferson Davis Parish,Louisiana,LA,80.2,2001
1105,Lafayette Parish,Louisiana,LA,80.1,2001
1106,Lafourche Parish,Louisiana,LA,80.8,2001
1107,La Salle Parish,Louisiana,LA,79.5,2001
1108,Lincoln Parish,Louisiana,LA,78.8,2001
1109,Livingston Parish,Louisiana,LA,79.8,2001
1110,Madison Parish,Louisiana,LA,79.2,2001
1111,Morehouse Parish,Louisiana,LA,79.2,2001
1112,Natchitoches Parish,Louisiana,LA,79.8,2001
1113,Orleans Parish,Louisiana,LA,80.3,2001
1114,Ouachita Parish,Louisiana,LA,79.4,2001
1115,Plaquemines Parish,Louisiana,LA,80.7,2001
1116,Pointe Coupee Parish,Louisiana,LA,79.9,2001
1117,Rapides Parish,Louisiana,LA,79.7,2001
1118,Red River Parish,Louisiana,LA,79.6,2001
1119,Richland Parish,Louisiana,LA,79.4,2001
1120,Sabine Parish,Louisiana,LA,79.7,2001
1121,St. Bernard Parish,Louisiana,LA,80.3,2001
1122,St. Charles Parish,Louisiana,LA,80.6,2001
1123,St. Helena Parish,Louisiana,LA,78.7,2001
