,county,year,infections
10473,"UT, Tooele",2007,2
11299,"UT, Tooele",2008,2
13237,"UT, Tooele",2011,1
15846,"UT, Tooele",2013,
16830,"UT, Tooele",2014,
17916,"UT, Tooele",2015,
19019,"UT, Tooele",2016,
20211,"UT, Tooele",2017,
21616,"UT, Tooele",2018,
22863,"UT, Tooele",2020,
4830,"UT, Uintah",2003,1
6468,"UT, Uintah",2004,
7843,"UT, Uintah",2005,14
9230,"UT, Uintah",2006,1
10474,"UT, Uintah",2007,3
11300,"UT, Uintah",2008,5
12025,"UT, Uintah",2009,
12684,"UT, Uintah",2010,
13238,"UT, Uintah",2011,
15847,"UT, Uintah",2013,
16831,"UT, Uintah",2014,
17917,"UT, Uintah",2015,1
19020,"UT, Uintah",2016,
20212,"UT, Uintah",2017,1
21617,"UT, Uintah",2018,1
22350,"UT, Uintah",2019,2
22864,"UT, Uintah",2020,
4831,"UT, Utah",2003,
6469,"UT, Utah",2004,1
7844,"UT, Utah",2005,16
9231,"UT, Utah",2006,65
10475,"UT, Utah",2007,2
11301,"UT, Utah",2008,1
12026,"UT, Utah",2009,
14552,"UT, Utah",2012,
15848,"UT, Utah",2013,
16832,"UT, Utah",2014,
19021,"UT, Utah",2016,1
20213,"UT, Utah",2017,7
21618,"UT, Utah",2018,1
22351,"UT, Utah",2019,1
22865,"UT, Utah",2020,
9232,"UT, Wasatch",2006,
6470,"UT, Washington",2004,4
7845,"UT, Washington",2005,6
9233,"UT, Washington",2006,
10476,"UT, Washington",2007,2
11302,"UT, Washington",2008,1
12027,"UT, Washington",2009,
12685,"UT, Washington",2010,
13239,"UT, Washington",2011,
14553,"UT, Washington",2012,1
15849,"UT, Washington",2013,4
16833,"UT, Washington",2014,
17918,"UT, Washington",2015,
19022,"UT, Washington",2016,
20214,"UT, Washington",2017,
22352,"UT, Washington",2019,5
4832,"UT, Wayne",2003,
7846,"UT, Weber",2005,1
9234,"UT, Weber",2006,10
10477,"UT, Weber",2007,
11303,"UT, Weber",2008,3
12028,"UT, Weber",2009,1
14554,"UT, Weber",2012,1
15850,"UT, Weber",2013,2
16834,"UT, Weber",2014,
17919,"UT, Weber",2015,
20215,"UT, Weber",2017,2
21619,"UT, Weber",2018,
22353,"UT, Weber",2019,1
22866,"UT, Weber",2020,
2475,"VA, Accomack",2002,
4845,"VA, Accomack",2003,
6476,"VA, Accomack",2004,1
307,"VA, Albemarle",2001,
2476,"VA, Albemarle",2002,
4846,"VA, Albemarle",2003,
6477,"VA, Albemarle",2004,
14560,"VA, Albemarle",2012,1
322,"VA, Alexandria City",2001,
2561,"VA, Alexandria City",2002,1
4936,"VA, Alexandria City",2003,1
6500,"VA, Alexandria City",2004,
7857,"VA, Alexandria City",2005,
9244,"VA, Alexandria City",2006,
10485,"VA, Alexandria City",2007,
11312,"VA, Alexandria City",2008,
12044,"VA, Alexandria City",2009,1
12693,"VA, Alexandria City",2010,2
13256,"VA, Alexandria City",2011,
14573,"VA, Alexandria City",2012,1
15862,"VA, Alexandria City",2013,1
16845,"VA, Alexandria City",2014,1
17939,"VA, Alexandria City",2015,2
19032,"VA, Alexandria City",2016,1
21655,"VA, Alexandria City",2018,2
22364,"VA, Alexandria City",2019,1
2477,"VA, Alleghany",2002,
4847,"VA, Alleghany",2003,
2478,"VA, Amelia",2002,
4848,"VA, Amelia",2003,
6478,"VA, Amelia",2004,
2479,"VA, Amherst",2002,
4849,"VA, Amherst",2003,
2480,"VA, Appomattox",2002,
4850,"VA, Appomattox",2003,
308,"VA, Arlington",2001,
2481,"VA, Arlington",2002,4
4851,"VA, Arlington",2003,3
6479,"VA, Arlington",2004,
7852,"VA, Arlington",2005,
9237,"VA, Arlington",2006,
10479,"VA, Arlington",2007,1
11306,"VA, Arlington",2008,
13246,"VA, Arlington",2011,1
14561,"VA, Arlington",2012,2
16839,"VA, Arlington",2014,2
17930,"VA, Arlington",2015,1
20229,"VA, Arlington",2017,
21633,"VA, Arlington",2018,3
22358,"VA, Arlington",2019,1
2482,"VA, Augusta",2002,
4852,"VA, Augusta",2003,1
6480,"VA, Augusta",2004,1
9238,"VA, Augusta",2006,
12034,"VA, Augusta",2009,
13247,"VA, Augusta",2011,1
16840,"VA, Augusta",2014,
2483,"VA, Bath",2002,
4853,"VA, Bath",2003,
2484,"VA, Bedford",2002,
4854,"VA, Bedford",2003,1
6481,"VA, Bedford",2004,
4855,"VA, Bland",2003,
2485,"VA, Botetourt",2002,
4856,"VA, Botetourt",2003,1
6482,"VA, Botetourt",2004,
2562,"VA, Bristol City",2002,
4937,"VA, Bristol City",2003,
2486,"VA, Brunswick",2002,
4857,"VA, Brunswick",2003,
2487,"VA, Buckingham",2002,
4858,"VA, Buckingham",2003,
2563,"VA, Buena Vista City",2002,
4938,"VA, Buena Vista City",2003,
2488,"VA, Campbell",2002,
4859,"VA, Campbell",2003,
21634,"VA, Campbell",2018,1
2489,"VA, Caroline",2002,
4860,"VA, Caroline",2003,
4861,"VA, Carroll",2003,
4862,"VA, Charles City",2003,
2490,"VA, Charlotte",2002,
4863,"VA, Charlotte",2003,
323,"VA, Chesapeake City",2001,
2564,"VA, Chesapeake City",2002,
4939,"VA, Chesapeake City",2003,
6501,"VA, Chesapeake City",2004,
7858,"VA, Chesapeake City",2005,
9245,"VA, Chesapeake City",2006,
10486,"VA, Chesapeake City",2007,
11313,"VA, Chesapeake City",2008,
12045,"VA, Chesapeake City",2009,
12694,"VA, Chesapeake City",2010,
14574,"VA, Chesapeake City",2012,1
15863,"VA, Chesapeake City",2013,
16846,"VA, Chesapeake City",2014,
17940,"VA, Chesapeake City",2015,
19033,"VA, Chesapeake City",2016,
20241,"VA, Chesapeake City",2017,
21656,"VA, Chesapeake City",2018,2
22365,"VA, Chesapeake City",2019,
22872,"VA, Chesapeake City",2020,
2491,"VA, Chesterfield",2002,
4864,"VA, Chesterfield",2003,
6483,"VA, Chesterfield",2004,1
12035,"VA, Chesterfield",2009,
14562,"VA, Chesterfield",2012,2
20230,"VA, Chesterfield",2017,1
309,"VA, Clarke",2001,
2492,"VA, Clarke",2002,
4865,"VA, Clarke",2003,
13248,"VA, Clarke",2011,
21635,"VA, Clarke",2018,
2565,"VA, Colonial Heights Cit",2002,1
4940,"VA, Colonial Heights Cit",2003,
4866,"VA, Craig",2003,
2493,"VA, Culpeper",2002,
4867,"VA, Culpeper",2003,1
6484,"VA, Culpeper",2004,
17931,"VA, Culpeper",2015,
2494,"VA, Cumberland",2002,
4868,"VA, Cumberland",2003,
2566,"VA, Danville City",2002,
4941,"VA, Danville City",2003,
2495,"VA, Dickenson",2002,
4869,"VA, Dickenson",2003,
2496,"VA, Dinwiddie",2002,
4870,"VA, Dinwiddie",2003,
13249,"VA, Dinwiddie",2011,
20231,"VA, Dinwiddie",2017,
2497,"VA, Essex",2002,
310,"VA, Fairfax",2001,
2498,"VA, Fairfax",2002,13
4871,"VA, Fairfax",2003,3
6485,"VA, Fairfax",2004,1
7853,"VA, Fairfax",2005,
9239,"VA, Fairfax",2006,3
10480,"VA, Fairfax",2007,2
11307,"VA, Fairfax",2008,1
12036,"VA, Fairfax",2009,1
12689,"VA, Fairfax",2010,2
13250,"VA, Fairfax",2011,1
14563,"VA, Fairfax",2012,8
15857,"VA, Fairfax",2013,3
16841,"VA, Fairfax",2014,
17932,"VA, Fairfax",2015,8
19028,"VA, Fairfax",2016,
20232,"VA, Fairfax",2017,5
21636,"VA, Fairfax",2018,9
22359,"VA, Fairfax",2019,3
22867,"VA, Fairfax",2020,
21657,"VA, Fairfax City",2018,
22366,"VA, Fairfax City",2019,
22873,"VA, Fairfax City",2020,
17941,"VA, Falls Church City",2015,
21658,"VA, Falls Church City",2018,
22367,"VA, Falls Church City",2019,
22874,"VA, Falls Church City",2020,
2499,"VA, Fauquier",2002,
4872,"VA, Fauquier",2003,
14564,"VA, Fauquier",2012,1
21637,"VA, Fauquier",2018,1
4873,"VA, Floyd",2003,
2500,"VA, Fluvanna",2002,
4874,"VA, Fluvanna",2003,
2501,"VA, Franklin",2002,
4875,"VA, Franklin",2003,
4942,"VA, Franklin City",2003,
311,"VA, Frederick",2001,
2502,"VA, Frederick",2002,1
4876,"VA, Frederick",2003,
13251,"VA, Frederick",2011,
14565,"VA, Frederick",2012,2
21638,"VA, Frederick",2018,1
2567,"VA, Fredericksburg City",2002,
4943,"VA, Fredericksburg City",2003,
6502,"VA, Fredericksburg City",2004,
16847,"VA, Fredericksburg City",2014,
21659,"VA, Fredericksburg City",2018,1
4944,"VA, Galax City",2003,
4877,"VA, Giles",2003,
312,"VA, Gloucester",2001,
2503,"VA, Gloucester",2002,
4878,"VA, Gloucester",2003,1
6486,"VA, Gloucester",2004,
2504,"VA, Goochland",2002,
4879,"VA, Goochland",2003,
4880,"VA, Grayson",2003,
2505,"VA, Greene",2002,1
4881,"VA, Greene",2003,
14566,"VA, Greene",2012,1
21639,"VA, Greene",2018,1
2506,"VA, Greensville",2002,
4882,"VA, Greensville",2003,
2507,"VA, Halifax",2002,
4883,"VA, Halifax",2003,
6487,"VA, Halifax",2004,
2568,"VA, Hampton City",2002,
4945,"VA, Hampton City",2003,
6503,"VA, Hampton City",2004,
7859,"VA, Hampton City",2005,
11314,"VA, Hampton City",2008,
14575,"VA, Hampton City",2012,1
21660,"VA, Hampton City",2018,
2508,"VA, Hanover",2002,1
4884,"VA, Hanover",2003,
20233,"VA, Hanover",2017,
21640,"VA, Hanover",2018,1
4946,"VA, Harrisonburg City",2003,
21661,"VA, Harrisonburg City",2018,1
313,"VA, Henrico",2001,
2509,"VA, Henrico",2002,1
4885,"VA, Henrico",2003,1
6488,"VA, Henrico",2004,
7854,"VA, Henrico",2005,
9240,"VA, Henrico",2006,
10481,"VA, Henrico",2007,
11308,"VA, Henrico",2008,
12037,"VA, Henrico",2009,
12690,"VA, Henrico",2010,
13252,"VA, Henrico",2011,
14567,"VA, Henrico",2012,
15858,"VA, Henrico",2013,
16842,"VA, Henrico",2014,
17933,"VA, Henrico",2015,1
19029,"VA, Henrico",2016,
20234,"VA, Henrico",2017,
21641,"VA, Henrico",2018,3
22360,"VA, Henrico",2019,
22868,"VA, Henrico",2020,
2510,"VA, Henry",2002,
4886,"VA, Henry",2003,
2511,"VA, Highland",2002,
4947,"VA, Hopewell City",2003,
2512,"VA, Isle Of Wight",2002,
4887,"VA, Isle Of Wight",2003,1
6489,"VA, Isle Of Wight",2004,
2513,"VA, James City",2002,
4888,"VA, James City",2003,
2514,"VA, King And Queen",2002,
4889,"VA, King And Queen",2003,
2515,"VA, King George",2002,
4890,"VA, King George",2003,
314,"VA, King William",2001,
2516,"VA, King William",2002,
4891,"VA, King William",2003,
2517,"VA, Lancaster",2002,
4892,"VA, Lancaster",2003,
2518,"VA, Lee",2002,
4893,"VA, Lee",2003,
315,"VA, Loudoun",2001,
2519,"VA, Loudoun",2002,2
4894,"VA, Loudoun",2003,2
6490,"VA, Loudoun",2004,
7855,"VA, Loudoun",2005,
9241,"VA, Loudoun",2006,1
10482,"VA, Loudoun",2007,
11309,"VA, Loudoun",2008,
12038,"VA, Loudoun",2009,
12691,"VA, Loudoun",2010,
14568,"VA, Loudoun",2012,
15859,"VA, Loudoun",2013,
16843,"VA, Loudoun",2014,
17934,"VA, Loudoun",2015,1
21642,"VA, Loudoun",2018,1
22869,"VA, Loudoun",2020,1
316,"VA, Louisa",2001,
2520,"VA, Louisa",2002,
4895,"VA, Louisa",2003,
2521,"VA, Lunenburg",2002,
4896,"VA, Lunenburg",2003,
2569,"VA, Lynchburg City",2002,
4948,"VA, Lynchburg City",2003,
14576,"VA, Lynchburg City",2012,
21662,"VA, Lynchburg City",2018,1
317,"VA, Madison",2001,
2522,"VA, Madison",2002,
4897,"VA, Madison",2003,
12039,"VA, Madison",2009,1
17942,"VA, Manassas City",2015,1
12046,"VA, Manassas Park City",2009,1
4949,"VA, Martinsville City",2003,
2523,"VA, Mathews",2002,
4898,"VA, Mathews",2003,1
2524,"VA, Mecklenburg",2002,
4899,"VA, Mecklenburg",2003,
21643,"VA, Mecklenburg",2018,1
2525,"VA, Middlesex",2002,
4900,"VA, Middlesex",2003,
2526,"VA, Montgomery",2002,
4901,"VA, Montgomery",2003,
6491,"VA, Montgomery",2004,
17935,"VA, Montgomery",2015,1
2527,"VA, Nelson",2002,
4902,"VA, Nelson",2003,
2528,"VA, New Kent",2002,
4903,"VA, New Kent",2003,
12040,"VA, New Kent",2009,
20235,"VA, New Kent",2017,
324,"VA, Newport News City",2001,
2570,"VA, Newport News City",2002,
4950,"VA, Newport News City",2003,1
14577,"VA, Newport News City",2012,1
15864,"VA, Newport News City",2013,1
21663,"VA, Newport News City",2018,
2571,"VA, Norfolk City",2002,
4951,"VA, Norfolk City",2003,3
6504,"VA, Norfolk City",2004,
7860,"VA, Norfolk City",2005,
10487,"VA, Norfolk City",2007,1
11315,"VA, Norfolk City",2008,
12695,"VA, Norfolk City",2010,
13257,"VA, Norfolk City",2011,
14578,"VA, Norfolk City",2012,1
15865,"VA, Norfolk City",2013,
16848,"VA, Norfolk City",2014,1
17943,"VA, Norfolk City",2015,1
19034,"VA, Norfolk City",2016,
20242,"VA, Norfolk City",2017,
21664,"VA, Norfolk City",2018,3
22368,"VA, Norfolk City",2019,
22875,"VA, Norfolk City",2020,
2529,"VA, Northampton",2002,
2530,"VA, Northumberland",2002,
4904,"VA, Northumberland",2003,
22361,"VA, Northumberland",2019,1
2531,"VA, Nottoway",2002,
4905,"VA, Nottoway",2003,
2532,"VA, Orange",2002,
4906,"VA, Orange",2003,
6492,"VA, Orange",2004,
17936,"VA, Orange",2015,
2533,"VA, Page",2002,
4907,"VA, Page",2003,
6493,"VA, Page",2004,
21644,"VA, Page",2018,
2534,"VA, Patrick",2002,
4908,"VA, Patrick",2003,
2572,"VA, Petersburg City",2002,
4952,"VA, Petersburg City",2003,
7861,"VA, Petersburg City",2005,
9246,"VA, Petersburg City",2006,
2535,"VA, Pittsylvania",2002,
4909,"VA, Pittsylvania",2003,
12041,"VA, Pittsylvania",2009,
6505,"VA, Poquoson City",2004,
325,"VA, Portsmouth City",2001,
2573,"VA, Portsmouth City",2002,
4953,"VA, Portsmouth City",2003,
6506,"VA, Portsmouth City",2004,
11316,"VA, Portsmouth City",2008,
14579,"VA, Portsmouth City",2012,1
16849,"VA, Portsmouth City",2014,1
17944,"VA, Portsmouth City",2015,2
2536,"VA, Powhatan",2002,
4910,"VA, Powhatan",2003,
20236,"VA, Powhatan",2017,1
2537,"VA, Prince Edward",2002,
4911,"VA, Prince Edward",2003,
6494,"VA, Prince Edward",2004,
21645,"VA, Prince Edward",2018,1
2538,"VA, Prince George",2002,
4912,"VA, Prince George",2003,1
21646,"VA, Prince George",2018,
318,"VA, Prince William",2001,
2539,"VA, Prince William",2002,
4913,"VA, Prince William",2003,1
6495,"VA, Prince William",2004,
7856,"VA, Prince William",2005,
9242,"VA, Prince William",2006,1
10483,"VA, Prince William",2007,
11310,"VA, Prince William",2008,
12042,"VA, Prince William",2009,
12692,"VA, Prince William",2010,
13253,"VA, Prince William",2011,1
14569,"VA, Prince William",2012,1
15860,"VA, Prince William",2013,1
16844,"VA, Prince William",2014,
17937,"VA, Prince William",2015,2
19030,"VA, Prince William",2016,2
20237,"VA, Prince William",2017,1
21647,"VA, Prince William",2018,1
22362,"VA, Prince William",2019,
22870,"VA, Prince William",2020,
2540,"VA, Pulaski",2002,
4914,"VA, Pulaski",2003,
4954,"VA, Radford City",2003,
2541,"VA, Rappahannock",2002,
4915,"VA, Rappahannock",2003,
21648,"VA, Rappahannock",2018,1
2542,"VA, Richmond",2002,
4916,"VA, Richmond",2003,
326,"VA, Richmond City",2001,
2574,"VA, Richmond City",2002,3
4955,"VA, Richmond City",2003,1
6507,"VA, Richmond City",2004,
7862,"VA, Richmond City",2005,1
9247,"VA, Richmond City",2006,
10488,"VA, Richmond City",2007,1
11317,"VA, Richmond City",2008,
12047,"VA, Richmond City",2009,
13258,"VA, Richmond City",2011,2
16850,"VA, Richmond City",2014,1
19035,"VA, Richmond City",2016,2
20243,"VA, Richmond City",2017,1
21665,"VA, Richmond City",2018,1
22876,"VA, Richmond City",2020,1
2543,"VA, Roanoke",2002,1
4917,"VA, Roanoke",2003,1
6496,"VA, Roanoke",2004,
13254,"VA, Roanoke",2011,1
21649,"VA, Roanoke",2018,1
2575,"VA, Roanoke City",2002,
4956,"VA, Roanoke City",2003,
6508,"VA, Roanoke City",2004,1
12696,"VA, Roanoke City",2010,1
13259,"VA, Roanoke City",2011,1
14580,"VA, Roanoke City",2012,1
19036,"VA, Roanoke City",2016,1
20244,"VA, Roanoke City",2017,
21666,"VA, Roanoke City",2018,1
2544,"VA, Rockbridge",2002,
4918,"VA, Rockbridge",2003,
319,"VA, Rockingham",2001,
2545,"VA, Rockingham",2002,
4919,"VA, Rockingham",2003,
6497,"VA, Rockingham",2004,
10484,"VA, Rockingham",2007,
12043,"VA, Rockingham",2009,1
13255,"VA, Rockingham",2011,1
14570,"VA, Rockingham",2012,2
19031,"VA, Rockingham",2016,1
20238,"VA, Rockingham",2017,2
21650,"VA, Rockingham",2018,4
2546,"VA, Russell",2002,
4920,"VA, Russell",2003,
15861,"VA, Russell",2013,
2576,"VA, Salem City",2002,
4957,"VA, Salem City",2003,
2547,"VA, Scott",2002,
4921,"VA, Scott",2003,
2548,"VA, Shenandoah",2002,
4922,"VA, Shenandoah",2003,
11311,"VA, Shenandoah",2008,
21651,"VA, Shenandoah",2018,1
4923,"VA, Smyth",2003,
21652,"VA, Smyth",2018,
320,"VA, Southampton",2001,
2549,"VA, Southampton",2002,
4924,"VA, Southampton",2003,
2550,"VA, Spotsylvania",2002,
4925,"VA, Spotsylvania",2003,
14571,"VA, Spotsylvania",2012,1
17938,"VA, Spotsylvania",2015,1
321,"VA, Stafford",2001,
2551,"VA, Stafford",2002,
4926,"VA, Stafford",2003,
9243,"VA, Stafford",2006,
327,"VA, Suffolk City",2001,
4958,"VA, Suffolk City",2003,
6509,"VA, Suffolk City",2004,
7863,"VA, Suffolk City",2005,
9248,"VA, Suffolk City",2006,
11318,"VA, Suffolk City",2008,
12048,"VA, Suffolk City",2009,
12697,"VA, Suffolk City",2010,
14581,"VA, Suffolk City",2012,
15866,"VA, Suffolk City",2013,
16851,"VA, Suffolk City",2014,
17945,"VA, Suffolk City",2015,
19037,"VA, Suffolk City",2016,
20245,"VA, Suffolk City",2017,
21667,"VA, Suffolk City",2018,
22369,"VA, Suffolk City",2019,
22877,"VA, Suffolk City",2020,
2552,"VA, Surry",2002,
4927,"VA, Surry",2003,
2553,"VA, Sussex",2002,
4928,"VA, Sussex",2003,
2554,"VA, Tazewell",2002,
4929,"VA, Tazewell",2003,
328,"VA, Virginia Beach City",2001,
2577,"VA, Virginia Beach City",2002,
4959,"VA, Virginia Beach City",2003,1
6510,"VA, Virginia Beach City",2004,
7864,"VA, Virginia Beach City",2005,
9249,"VA, Virginia Beach City",2006,
10489,"VA, Virginia Beach City",2007,
11319,"VA, Virginia Beach City",2008,
12049,"VA, Virginia Beach City",2009,
12698,"VA, Virginia Beach City",2010,
13260,"VA, Virginia Beach City",2011,
14582,"VA, Virginia Beach City",2012,
15867,"VA, Virginia Beach City",2013,
16852,"VA, Virginia Beach City",2014,1
17946,"VA, Virginia Beach City",2015,
19038,"VA, Virginia Beach City",2016,
20246,"VA, Virginia Beach City",2017,
21668,"VA, Virginia Beach City",2018,2
22370,"VA, Virginia Beach City",2019,
2555,"VA, Warren",2002,
4930,"VA, Warren",2003,
14572,"VA, Warren",2012,1
20239,"VA, Warren",2017,1
21653,"VA, Warren",2018,
2556,"VA, Washington",2002,
4931,"VA, Washington",2003,
6498,"VA, Washington",2004,
2578,"VA, Waynesboro City",2002,
4960,"VA, Waynesboro City",2003,
6511,"VA, Waynesboro City",2004,
21669,"VA, Waynesboro City",2018,1
2557,"VA, Westmoreland",2002,
4932,"VA, Westmoreland",2003,
14583,"VA, Winchester City",2012,1
19039,"VA, Winchester City",2016,1
20247,"VA, Winchester City",2017,1
21670,"VA, Winchester City",2018,2
2558,"VA, Wise",2002,
4933,"VA, Wise",2003,
6499,"VA, Wise",2004,
2559,"VA, Wythe",2002,
4934,"VA, Wythe",2003,
20240,"VA, Wythe",2017,
2560,"VA, York",2002,
4935,"VA, York",2003,
21654,"VA, York",2018,
22363,"VA, York",2019,
22871,"VA, York",2020,
2464,"VT, Addison",2002,
4833,"VT, Addison",2003,2
7847,"VT, Addison",2005,
9235,"VT, Addison",2006,
11304,"VT, Addison",2008,
12029,"VT, Addison",2009,
12686,"VT, Addison",2010,
13240,"VT, Addison",2011,1
14555,"VT, Addison",2012,
15851,"VT, Addison",2013,
17920,"VT, Addison",2015,
19023,"VT, Addison",2016,
20216,"VT, Addison",2017,1
21620,"VT, Addison",2018,
22354,"VT, Addison",2019,
4834,"VT, Bennington",2003,
12030,"VT, Bennington",2009,
17921,"VT, Bennington",2015,
20217,"VT, Bennington",2017,
21621,"VT, Bennington",2018,1
4835,"VT, Caledonia",2003,
19024,"VT, Caledonia",2016,
20218,"VT, Caledonia",2017,
21622,"VT, Caledonia",2018,
2465,"VT, Chittenden",2002,
4836,"VT, Chittenden",2003,
6471,"VT, Chittenden",2004,
7848,"VT, Chittenden",2005,
9236,"VT, Chittenden",2006,
11305,"VT, Chittenden",2008,
12687,"VT, Chittenden",2010,
13241,"VT, Chittenden",2011,
15852,"VT, Chittenden",2013,1
17922,"VT, Chittenden",2015,
19025,"VT, Chittenden",2016,
20219,"VT, Chittenden",2017,
21623,"VT, Chittenden",2018,
22355,"VT, Chittenden",2019,
14556,"VT, Essex",2012,1
21624,"VT, Essex",2018,
2466,"VT, Franklin",2002,1
4837,"VT, Franklin",2003,
6472,"VT, Franklin",2004,
12031,"VT, Franklin",2009,
13242,"VT, Franklin",2011,
14557,"VT, Franklin",2012,1
15853,"VT, Franklin",2013,
16835,"VT, Franklin",2014,
17923,"VT, Franklin",2015,
20220,"VT, Franklin",2017,
21625,"VT, Franklin",2018,
22356,"VT, Franklin",2019,
2467,"VT, Grand Isle",2002,
4838,"VT, Grand Isle",2003,
7849,"VT, Grand Isle",2005,
15854,"VT, Grand Isle",2013,
20221,"VT, Grand Isle",2017,2
21626,"VT, Grand Isle",2018,
2468,"VT, Lamoille",2002,
14558,"VT, Lamoille",2012,
15855,"VT, Lamoille",2013,1
17924,"VT, Lamoille",2015,
20222,"VT, Lamoille",2017,
21627,"VT, Lamoille",2018,
2469,"VT, Orange",2002,
4839,"VT, Orange",2003,
7850,"VT, Orange",2005,
16836,"VT, Orange",2014,
20223,"VT, Orange",2017,
2470,"VT, Orleans",2002,
4840,"VT, Orleans",2003,
13243,"VT, Orleans",2011,
17925,"VT, Orleans",2015,
20224,"VT, Orleans",2017,
21628,"VT, Orleans",2018,
22357,"VT, Orleans",2019,
2471,"VT, Rutland",2002,
4841,"VT, Rutland",2003,
6473,"VT, Rutland",2004,
7851,"VT, Rutland",2005,
12032,"VT, Rutland",2009,
12688,"VT, Rutland",2010,
13244,"VT, Rutland",2011,
14559,"VT, Rutland",2012,1
15856,"VT, Rutland",2013,
17926,"VT, Rutland",2015,
20225,"VT, Rutland",2017,
21629,"VT, Rutland",2018,
2472,"VT, Washington",2002,
4842,"VT, Washington",2003,
17927,"VT, Washington",2015,
20226,"VT, Washington",2017,
21630,"VT, Washington",2018,
2473,"VT, Windham",2002,
4843,"VT, Windham",2003,1
6474,"VT, Windham",2004,
10478,"VT, Windham",2007,
12033,"VT, Windham",2009,
13245,"VT, Windham",2011,
16837,"VT, Windham",2014,
17928,"VT, Windham",2015,
19026,"VT, Windham",2016,
20227,"VT, Windham",2017,
21631,"VT, Windham",2018,
2474,"VT, Windsor",2002,
4844,"VT, Windsor",2003,
6475,"VT, Windsor",2004,
16838,"VT, Windsor",2014,
17929,"VT, Windsor",2015,
19027,"VT, Windsor",2016,2
20228,"VT, Windsor",2017,
21632,"VT, Windsor",2018,
12050,"WA, Adams",2009,
17947,"WA, Adams",2015,
19040,"WA, Adams",2016,
19041,"WA, Asotin",2016,
11320,"WA, Benton",2008,
12051,"WA, Benton",2009,9
12699,"WA, Benton",2010,
14584,"WA, Benton",2012,1
15868,"WA, Benton",2013,
16853,"WA, Benton",2014,7
17948,"WA, Benton",2015,13
19042,"WA, Benton",2016,3
20248,"WA, Benton",2017,
21671,"WA, Benton",2018,
22371,"WA, Benton",2019,5
22878,"WA, Benton",2020,1
12700,"WA, Chelan",2010,1
16854,"WA, Chelan",2014,
9250,"WA, Clark",2006,1
14585,"WA, Clark",2012,1
20249,"WA, Clark",2017,1
17949,"WA, Columbia",2015,
9251,"WA, Cowlitz",2006,
17950,"WA, Douglas",2015,
12052,"WA, Franklin",2009,
13261,"WA, Franklin",2011,
15869,"WA, Franklin",2013,
16855,"WA, Franklin",2014,
17951,"WA, Franklin",2015,2
19043,"WA, Franklin",2016,
21672,"WA, Franklin",2018,
22372,"WA, Franklin",2019,
22879,"WA, Franklin",2020,
11321,"WA, Grant",2008,
12053,"WA, Grant",2009,1
12701,"WA, Grant",2010,1
13262,"WA, Grant",2011,
15870,"WA, Grant",2013,
16856,"WA, Grant",2014,
17952,"WA, Grant",2015,3
19044,"WA, Grant",2016,
20250,"WA, Grant",2017,
21673,"WA, Grant",2018,
22373,"WA, Grant",2019,
12054,"WA, Grays Harbor",2009,
16857,"WA, Grays Harbor",2014,1
2579,"WA, Island",2002,
9252,"WA, Island",2006,
9253,"WA, King",2006,
11322,"WA, King",2008,1
12055,"WA, King",2009,1
16858,"WA, King",2014,1
17953,"WA, King",2015,1
20251,"WA, King",2017,2
21674,"WA, King",2018,1
11323,"WA, Kittitas",2008,
12056,"WA, Kittitas",2009,
17954,"WA, Kittitas",2015,
19045,"WA, Kittitas",2016,
20252,"WA, Kittitas",2017,
21675,"WA, Kittitas",2018,
12057,"WA, Klickitat",2009,2
22374,"WA, Klickitat",2019,
11324,"WA, Lewis",2008,
12058,"WA, Lewis",2009,
21676,"WA, Lewis",2018,
17955,"WA, Lincoln",2015,
19046,"WA, Lincoln",2016,
20253,"WA, Lincoln",2017,
12059,"WA, Mason",2009,
16859,"WA, Okanogan",2014,
19047,"WA, Okanogan",2016,
20254,"WA, Okanogan",2017,1
2580,"WA, Pend Oreille",2002,
19048,"WA, Pend Oreille",2016,
9254,"WA, Pierce",2006,2
11325,"WA, Pierce",2008,
12060,"WA, Pierce",2009,
14586,"WA, Pierce",2012,1
15871,"WA, Pierce",2013,
16860,"WA, Pierce",2014,1
20255,"WA, Pierce",2017,1
21677,"WA, Pierce",2018,
15872,"WA, Skagit",2013,1
2581,"WA, Snohomish",2002,
9255,"WA, Snohomish",2006,
17956,"WA, Snohomish",2015,1
12061,"WA, Spokane",2009,2
15873,"WA, Spokane",2013,
19049,"WA, Spokane",2016,3
20256,"WA, Spokane",2017,8
21678,"WA, Spokane",2018,
19050,"WA, Stevens",2016,
21679,"WA, Stevens",2018,
11326,"WA, Thurston",2008,
21680,"WA, Thurston",2018,1
12062,"WA, Walla Walla",2009,
16861,"WA, Walla Walla",2014,1
17957,"WA, Walla Walla",2015,
19051,"WA, Walla Walla",2016,1
20257,"WA, Walla Walla",2017,
2582,"WA, Whatcom",2002,
12063,"WA, Whatcom",2009,1
17958,"WA, Whatcom",2015,2
21681,"WA, Whatcom",2018,1
12064,"WA, Whitman",2009,1
19052,"WA, Whitman",2016,1
7865,"WA, Yakima",2005,
9256,"WA, Yakima",2006,
10490,"WA, Yakima",2007,
11327,"WA, Yakima",2008,2
12065,"WA, Yakima",2009,21
12702,"WA, Yakima",2010,
13263,"WA, Yakima",2011,
14587,"WA, Yakima",2012,1
15874,"WA, Yakima",2013,
